09/17/1908,17:18,"Fort Myer, Virginia",Military – U.S.  Army,,Demonstration,Wright Flyer III,,1,2,1,0,"During a demonstration flight,0
05/30/1972,06:24,"Dallas/Ft. Worth, Texas",Delta Air Lines,9570,Training,McDonnell Douglas DC-9-14,N3305L,45700,4,4,0,While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding 'heavy' jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions.
06/01/1972,11:05,"Valdez, Alaska",Fairbanks Air - Air Taxi,,"Fairbanks, AK - Valdez, AK",Cessna U206C,N3990G,,2,2
06/03/1972,09:30,"Winfield, Kansas",Smyer Aircraft - Air Taxi,,"Arkansas City, KS - White Plains, NY",Beechcraft E18S,N234AP,,2,2
06/03/1972,,"Near Jesbel Musa, Morocco",Military - U.S. Navy,,Rota - Souda Bay,Lockheed P-3A Orion,15-2182,185-5152,14,14,0,Crashed into a mountain en route.
06/05/1972,,"Near Pleiku, Vietnam",Air America,,Siagon - Hue-Phu Bai - Pleiku,Curtiss C-46A,EM2,30460,32,32,0,Crashed on approach.
06/13/1972,,"Santiago, Chile",Aerolineas Flecha Austral,,,Curtiss C-46D,CC-CDU,33369,3,3,0,On approach the aircraft struck El Ovejero mountain.
06/13/1972,,"Near an Loc, South Vietnam",Military - Vietnamese Air Force,,,Boeing Vertol CH-47 (helicopter),,,47,47,0,"Shot down by enemy fire
06/14/1972,20:20,"Near New Delhi, India",Japan Air Lines,471,Bangkok - Delhi,McDonnell Douglas DC-8-53,JA8012,45860/213,87,82,4,The aircraft crashed short of the runway. Indian officials claimed the crash was caused by a disregard for prescribed procedures in abandoning all instrument references before making visual contact with the runway. Japanese investigators claimed a false glide path signal was responsible for the descent into terrain.
06/15/1972,14:00,"Near Pleiku, Vietnam",Cathay PacifiAirways,700Z,Bangkok - Hong Kong,Convair CV-880-22M-21,VR-HFZ,22-7-1-53,81,81,0,"The plane crashed while en route from Singapore to Hong Kong. Detonation of an explosive device in the passenger cabin in a suitcase under a seat. A Thai police lieutenant
06/18/1972,01:50,"Smiley, Texas",Air Central,,"Harlingen, TX - Austin, TX",Cessna 182N,N9077N,,5,5
06/18/1972,23:55,"Huê, Vietnam",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,55-0043,3070,15,12,0,Struck by a surface-to-air missile while landing.
06/18/1972,,"Near Kharkov, Ukraine, USSR",Aeroflot,,,Antonov AN-10A,CCCP-11215,,122,122,0
06/18/1972,16:11,"London Heathrow,  Staines, Surrey, England",British European Airways,548,London - Brussels,Hawker Siddeley Trident 1C,G-ARPI,2109,118,118
06/24/1972,23:17,"Ponce, Puerto Rico",Prinair,191,San Juan - Ponce,de Havilland DH-114 Heron 2B,N554PR,14085,20,5,0,"The pilot over-rotated during a go-around from a landing attempt 
06/25/1972,13:17,"Hornell, New York",Seventy Airways - Air Taxi,,"Almond Dam, NY - Salamanica, NY",Hughes 369HS,N9067F,,3,3
06/29/1972,09:37,"Appleton, Wisconsin",North Central Airlines / Air Wisconsin,290 / 671,"Chicago, IL - Appleton, WI - Sheboygan, WI",Convair CV-580/De Hav. Twin Otter 100,N90858/N4043B,083 / 013,13
06/29/1972,,"Blackpool, England",Inter City Flug,,,MBB HFB-320 Hansa Jet,D-CASY,1029,8,7,0,The takeoff was aborted and the plane overran the runway and crashed into a camp and caught fire. Elevator gust locks not removed.
06/30/1972,07:43,"Steamboat, Nevada",Casino Air - Air Taxi,,Sightseeing,Beechcraft U206C,N29169,,5,2,0,The aircraft flew into a blind canyon. Stalled and crashed into rising terrain while in a turnaround.
07/05/1972,,"San Francisco, California",PacifiSouthwest Airlines,710,Sacramento - San Francisco,Boeing 737-200,,,86,3,0,Two hijackers and one passenger killed.
07/06/1972,,"Off Las Palmas, Canary Islands, Spain",Aviaco,331,"Las Palmas - Hamberg, Germany",McDonnell Douglas DC-8-52,EC-ARA,45617/136,10,10
07/11/1972,,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,,,Sikorsky CH-53D (helicopter),156658,,67,52,0,"Shot down by enemy fire
07/11/1972,16:00,"Near Grytoya, Norway",Military - Royal Norwegian Air Force,,Bardufoss - Bodoe,de Havilland Canada DHC-6 Twin Otter 100,67-056,56,19,19,0,Crashed in rain and fog on the island of Hinno while preparing to land at Skagon Airport. Navigational error.  The pilot was found be under the influence of alcohol.
07/20/1972,,"Corfu Island, Greece",Charter,,,Sud-Aviation SE210 Caravelle,,,84,1,0,"On the takeoff run
07/29/1972,,"Villavicencio, Colombia",AVIANCA / AVIANCA,,,Douglas DC-3 / Douglas DC-3,HK1341X/HK107,11716 / 11723,38,38,0,Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.
08/12/1972,04:00,"Near SoTrang, South Vietnam",Military - U.S. Air Force,,,Lockheed C-130E,62-1853,3817,44,30,0,The aircraft was hit by small arms fire shortly after taking off from SoTrang Air Base.
08/12/1972,,"Near Delhi, India",Indian Airlines,,Gwalior - Delhi,Fokker F-27 Friendship 100,VT-DME,10175,18,18,0,Crashed on second approach after the pilot used the wrong flap setting and gears down after initiating a go-around.
08/14/1972,17:00,"Near Konigs Wusterausen, East Germany",Interflug,,Berlin - Birgas,Ilyushin IL-62,DM-SEA,702,156,156,0,"In cargo bay 6
08/16/1972,,"Near Sandoway, Myanmar",Burma Airways,,Sandoway - Rangoon,Douglas DC-3 (C-47A-DK),XY-ACM,26979,31,26,0,Lost control soon after it took off and crashed into the sea.
08/27/1972,,"Canaima, Venezuela",Lineas Areas Venezolanas,,Canaima - C iudad,Douglas C-47-DL,YV-C-AKE,4705,34,34,0,The aircraft crashed while the crew was returning to the airport after experiencing a No.1 engine failure.
08/28/1972,14:30,"Papua, New Guinea",Military - Royal Australian Air Force,,Lae - Port Moresby,de Havilland Canada DHC-4 Caribou,A4-233,,29,25,0,"While traveling through a valley
08/31/1972,,"Near Magnitogorsk, Russia",Aeroflot,,,Ilyushin IL-18,CCCP-74298,182004505,101,101,0,"The aircraft crashed
09/01/1972,,"Mt Siluwe, Papua, New Guinea",Ansett Airlines of Papua New Guinea,,,Shorts SC-7 Skyvan 3-300,VH-PNI,SH-1840,4,4,0
09/07/1972,17:57,"Trinidad, Bolivia",Servicios Aereas Virgen de Copacabana,,,Curtiss C-46A-40-CU,CP-959,26903,8,1,0,"The No.1 engine failed during takeoff
09/10/1972,10:20,"Gondar, Ethiopia",Ethiopian Airlines,,Axum - Gondar,Douglas DC-3,ET-ABQ,4325,11,11,0,Crashed after a wing separated from the fuselage.
09/13/1972,12:00,"Near Dhulikhel, Nepal",Military - Royal Nepalese Air Force,,Panchkhal - Tribuvan,Douglas C-47,9N-RF10,9950,31,31,0,Crashed while en route with paratroopers.
09/24/1972,,"Sacramento, California",Private,,,F-86 Sabrejet,N275X,,1,0,22,"A World War II vintage Sabrejet fighter leaving an air show at Executive Airport was unable to get airborn and crashed into a Farrell's Ice Cream Parlor on Freeport Blvd. Twenty-two people on the ground
09/24/1972,,"Near Ben Cat, South Vietnam",Air Vietnam (South Vietnam),,Vientiane - Saigon,Douglas C-54D-1-DC,XV-NUH,10588,13,10,0,Crashed 23 miles from Saigon while attempting an emergency landing.
09/30/1972,,"Madrid, Spain",Spantax,,Training,Douglas C-47B,EC-AQE,14196/25641,6,1,0,"The student pilot rotated too quickly
10/02/1972,,"Kampot, Cambodia",Cambodia Air,,,Douglas DC-3,XW-TDA,13729,9,9,0,Shot down by a mortar shell while approaching to land at Kampot.
10/02/1972,18:00,"Near Adler, Russia",Aeroflot,,Adler - Moscow,Ilyushin IL-18B,CCCP-75507,183006405,109,109,0,"The flight ditched into Black Sea shortly after takeoff. The accident occurred in good weather and visibility
10/12/1972,18:12,North AtlantiOcean,Flamingo Airlines - Air Taxi,,"Bimini, Bahamas - Nassau, Bahamas",Aero Commander 680E,N4900,,2,2,0
10/13/1972,21:50,"Near Krasnaya Polyana, USSR",Aeroflot,,Leningrad - Moscow,Ilyushin IL-62,CCCP-86671,70301,174,174,0,The aircraft crashed at the outer marker while attempting to land for the third time in poor weather conditions.  Sudden incapacitation of the crew for reasons unknown.
10/13/1972,15:30,"Near San Fernando, Chile",Uruguayan Air Force - TAMU,,Mendoza - Santiago,Fairchild-Hiller FH-227D/LCD,T-571,572,45,29,0,"The plane left Montevideo bound for Santiago
10/16/1972,09:00,Off the Alaska coast,Private,,"Anchorage, AK - Juneau, AK",Cessna 310C,N1812H,35912,4,4,0
10/21/1972,c:09:00,"Off Athens, Greece",OlympiAirways,,Kerkira - Athens,NAMC YS-11A-202,SX-BBQ,2155,53,37,0,Crashed into the sea just short of the runway while on approach in poor visibility.
10/23/1972,,"Tanna, Vanuatu",Air Melanesie,,,Britten-Norman BN-2A-6 Islander,F-OCRH,221,8,1,0,
10/27/1972,19:20,"Near Noiretable, Loire, France",Air Inter,696,Lyon - Clermont,Vickers Viscount 724,F-BMCH,50,68,60,0
10/30/1972,,"Poggiorsini, Italy",Aero Transporti Italiani,,Napoli - Bari,Fokker F-27 Friendship 200,I-ATIR,10301,27,27,0,Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.
10/31/1972,18:00,"Near My Tho, South Vietnam",Military - U.S. Army,,,Boeing Vertol CH-47 (helicopter),,,22,22,0,Shot down by enemy fire over the Mekong Delta region.
11/04/1972,,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,,Burgas - Sofia,Ilyushin IL-14P,LZ-ILA,146001046,35,35,0,"The crew elected to divert to Plovdiv due to fog. While on approach
11/17/1972,23:20,"Elkton, Kentucky",Metro Air Systems,,"Hopkinsville, KY - Lexington, KY",Beech G18S,N2700S,,11,11
11/28/1972,19:51,"Near Moscow, Russia",Japan Air Lines,446,Moscow - Tokyo,McDonnell Douglas DC-8-62,JA8040,46057/474,76,62,0,"The aircraft lost altitude while taking off and crashed. The copilot responded to the captain's 'gear-up' command by reaching forward and pulling back on the ground spoiler handle
11/29/1972,20:27,"St. Paul, Minnesota",Luthi Aviation - Air Taxi,,"Minneapolis, MN - St. Paul, MN",Beechcraft C-45H,N717B,,2,2
12/03/1972,06:45,"Tenerife,  Canary Islands",Spantax,,Tenerife - Munchen,Convair CV-990-30A-5 Coronado,EC-BZR,30-10-25,155,155,0,Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed. Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility.
12/05/1972,15:05,"Beni Sueif, Egypt",EgyptAir,,Training,Boeing 707-336C,SU-AOW,19845/809,6,6,0,Crashed after the No. 4 engine separated from the plane.
12/05/1972,,"Myrtle Beach, South Carolina",Military - U.S. Air Force,,,Lockheed C-130E Hercules,64-0558,4059,12,12,0,"During a training exercise a  F-102A  jet fighter collided with the C-130
12/06/1972,,"Near  LaRandall, Quebe,Canada",Superior Airways,,,Douglas C-47B-15-DK,CF-AUQ,15281/26726,3,3,0
12/08/1972,,"Near Rawalpindi, Pakistan",Pakistan International Airlines,631,Gilgit - Rawalpindi,Fokker F-27 Friendship 400,AP-AUS,10314,26,26,0,Crashed into hilly area in poor weather conditions.
02/12/1973,19:15,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,,"Spokan, WA - Walla Walla, WA",Cessna 320E,N3483Q,,4,4
12/08/1972,14:28,"Chicago, Midway Airport, Illinois",United Air Lines,553,Washington - Chicago,Boeing B-737-222,N9031U,19069/75,61,43,2
12/15/1972,11:46,"Detroit, Michigan",Zantop Airways,,"Detroit, MI - Lexington, KY",Learjet 23,N20M,23-094,2,2
12/20/1972,18:00,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,954/575,Tampa - Chicago / Chicago - Madison,Convair CV-880 / McDonnell DC-9-31,N8897E/N954N,22-00-29 / 47159/231,133,10,0,"The Delta Convair
12/21/1972,,"Near Pakse, Laos",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,56-0490,3098,16,14,0,Shot down by enemy fire. Fuel began to leak and an explosion tore off the left wing. Two crew members parachuted to safety.
12/21/1972,,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,,Guadeloupe - St. Maarten,de Havilland Canada DHC-6 Twin Otter 300,F-OGFE,258,13,13,0,Crashed on approach into the sea.
12/23/1972,,"Skaugum, Norway",Braathens,,Alesund - Oslo,Fokker F-28 Fellowship 1000,LN-SUY,11011,45,40,0,Hit high ground while on approach to Fornebu Airport in Oslo. Pilot error.
12/29/1972,23:42,"Everglades National Park, Florida",Eastern Air Lines,401,New York City - Miami,Lockheed L-1011 TriStar1,N310EA,1011,176,103,0,"The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern. As the captain got up to help
12/31/1972,19:23,"San Juan, Puerto Rico",American Express Leasing,,"San Juan, PR - Managua, Nicaragua",Douglas DC-7CF,N500AE,45130/823,5,5
01/02/1973,08:34,"Edmonton, Alberta, Canada",PacifiWestern Airlines,,Toronto - Edmonton,Boeing 707-321C,CF-PWZ,18826/389,5,5,0
01/19/1973,14:31,"Near Glasgow, England",British European Airways,,Test flight,Vickers 802 Viscount,G-AOHI,158,4,4,0,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.
01/22/1973,01:00,"Perm, Russia",Aeroflot,,,Antonov An-24B,CCCP-46276,77303609,44,44,0,The plane went into a spiral dive. As the crew tried to pull the plane out it broke up due to excesss g loads. Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued.
01/22/1973,09:30,"Kano, Nigeria",Alia Royal Jordanian Airlines,,Jeddah - Lagos,Boeing B-707-3D3C,JY-ADO,20494/850,202,176,0,The landing gear collapsed after hitting a depression in the runway while landing. The aircraft ran off the side of the runway and caught fire.
01/27/1973,13:00,"Townsend, Tennessee",Air Transit - Air Taxi,,"Knoxville, TN - Andrews, NC",Cessna 182B,N7295E,,4,3
01/27/1973,,"Near Tegucigalpa, Honduras",TAN,,,Douglas DC-6A,HR-TNO,45476/977,3,3,0,
01/29/1973,,"Near Kyrenia, Cyprus",Air Sinai,,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37,37,0,Crashed into the Kyrenia Mountains while on approach.
01/31/1973,12:20,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,,"Bethel, AK - Chevak, AK",Cessna 180H,N9929V,,2,2
02/19/1973,10:06,"Prague, Czechoslovakia",Aeroflot,,Moscow - Praha,Tupolev TU-154,CCCP-85023,23,100,66,0,The plane struck the ground short of the runway while landing. Possible windshear or jammed tailplane.
02/19/1973,09:15,"Morgan City, Louisiana",Petrolium Helo Inc.,,"Oil platform - Morgan City, LA",Bell 206B,N14831,,5,5,0
02/21/1973,,"Cerro Horqueta, Panama",Aerovias Urraca,,David - Changuinola,Douglas DC-3,HP-560,19242,28,22,0,Flew into Cerro Horqueta Mountain.
02/21/1973,14:10,"Near Isma'iliya, Egypt",Libya Arab Airlines,114,Tripoli - Cairo,Boeing B-727-224,5A-DAH,20244/650,113,110,0,"While en route from Tripoli to Cairo
02/22/1973,19:00,"Londonderry, Vermont",Air Taxi,,"Mt. Empire, VT - Springfield, VT",Cessna 310J,N3149L,,2,2
02/24/1973,,"Near Leningrad, Russia",Aeroflot,,,Ilyushin IL-18,CCCP-75712,189001804,79,79,0,The aircraft entered a spin and dove into the ground.
02/28/1973,,"Semipalatinsk, Kazakhstan",Aeroflot,,,Yakovlev YAK-40,CCCP-87602,9120118,32,32,0,Crashed on takeoff.
02/28/1973,,"Szczecin, Poland",Military - Polish Air Force,,,Antonov An-24B,12,97305702,15,15,0,Crashed while  en route. Twelve Interior Ministers of Poland and Czechoslovakia
02/28/1973,23:52,"Near Szczecin, Poland",Military - Polish Air Force,,Warsaw - Goleniow,Antonov AN-24B,12,,18,18,0,"The aircraft crashed into a forest
02/28/1973,,"Near Nabire, Indonesia",Merpati Nusantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13,13,0,Crashed while en route.
03/03/1973,12:45,"Moscow, Russia",Balkan Bulgarian Airlines,307,Sofia - Moscow,Ilyushin IL-18V,LZ-BEM,182005602,25,25,0,"Crashed
03/05/1973,,"Off Funchal, Portugal",Aviaco,,,Sud Aviation SE-210 Caravelle,EC-BID,228,3,3,0,Crashed into the ocean while on approach to land.
03/05/1973,13:50,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,504/400,Palma de Mallorca - London,MD Douglas DC-9-32/Convair CV-990A,EC-BII/EC-BJC,47077/148 /30-10-22,182,68,0,Midair collision. Convair crew improperly assessed collision-course situation. Contributing factor was poor quality of radio transmissions. All sixty-eight aboard the DC-9 were killed while the Convair landed safely.
03/07/1973,,"Near Ban Hong Sa, Laos",Air America,,,Fairchild C-123,524,20185,4,4,0,
03/15/1973,,"Hyderabad, India",Indian Airlines,,Training,HAL-748-224,VT-EAU,541,3,3,0,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.
03/15/1973,14:00,"Off Brunswick, Maine",Military - U.S. Navy,,,Lockheed P-3B Orion,152749,185-5189,5,5,0,Crashed into the sea.
03/19/1973,,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),,Saigon - Ban Me,Douglas C-54D,XV-NUI,22174,62,62,0,Crashed after an explosion in the cargo hold.
04/10/1973,10:13,"Near Hochwald, Solothurn,  Switzerland",Invicta International Airlines (UK),,Bristol - Basel,Vickers Vanguard 952,G-AXOP,745,145,108,0
04/12/1973,15:00,"Sunnyvale, California",Military - U.S. Navy / NASA,,,Lockheed P-3C / Convair CV-990-30A-5,157332/N711NA,5547 / 1,17,16,0,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3
04/12/1973,14:50,"Moffett AFB, California",Military - U.S. Navy,,,Lockheed P-3C Orion /Convair CV-990,N711NA / 157332, / 185-5547,16,15,0,Mid-air collision while landing. Five of 6 on the Orion and eleven aboard the CV-990 killed. Failure of the crew of the NASA crew to maintain a proper lookout for the P-3 which had transmitted being on the base leg and cleared to continue to Runway 32.
04/18/1973,,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,19,4,0,The chartered American/Canadian tour group's plane crashed on takeoff.
04/19/1973,17:04,"Davenport, Iowa",Air Iowa,,,Beech E18S,N310WA,,6,6,0,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.
05/11/1973,18:00,"Greenville, Maine",Air Taxi,,"Concord, NH - Greenville, ME",Cessna 402B,N2985Q,,4,4
